%FA,Column diameter(m),Density of Gas (kg/m3),Density of Liquid (kg/m3),Diffusivity (m2/s),Interfacial Area (m2/m3),Liquid height (m),Molecular Weight of gas (kg/kmol),Pressure (kPa),Sparger Encode,Sparger hole diameter (m),Superficial gas velocity (m/s),Surface Tension of Liquid (N/m),Temperature (K),Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Viscosity of Gas (Pa.s),Viscosity of Liquid (Pa.s),Volumetric Mass Transfer Coefficient (1/s),k_L (m/s)
0.4975,0.1,1.200548,763,4.11E-09,40,1.22,28.84,101.3,3,0.0005,0.291,0.027,293,,,,,,1.79E-05,0.0022,0.16868,0.004217
0.075577757,0.1455,1.2,995,2.60E-09,27.49140893,1.1,28.84,101.3,3,0.004,0.015087,0.071,303,,,,,,1.81E-05,0.0007998,0.013241,0.000481641
0.177285319,0.19,1.2,1070,1.80E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.0766928,0.069,298,,,,,,1.81E-05,0.004365,0.0360327,0.001711553
2.703893607,0.316,2.246010745,900,3.10E-09,12.65822785,2.24,28.01,200,8,0.005,0.1087697,0.0289,300,,,,,,1.66E-05,0.00083,0.517417,0.040875943
0.14,0.2,1.22,1000,2.09E-09,20,6.85,28.84,101.3,4,0.001,0.012882,0.073,289,,,,,,1.81E-05,0.0011,0.0099311,0.000496555
1.69,0.1,1.17,1130,2.30E-09,40,1.3,28.84,101.3,2,0.013,0.16019,0.0759,302,,,,,,1.85E-05,0.000895,0.11464,0.002866
0.14,0.2,1.22,1000,2.09E-09,20,6.19,28.84,101.3,4,0.001,0.059979,0.073,289,,,,,,1.81E-05,0.0011,0.030621,0.00153105
2.615630231,0.1016,17.3,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.21835,0.029,298,,,,,,1.81E-05,0.026,0.037875,0.000962025
1.69,0.1,1.2,998,2.20E-09,40,1.3,28.84,101.3,2,0.013,0.35502,0.0723,295,,,,,,1.81E-05,0.000961,0.14798,0.0036995
0.099722992,0.095,1.2,810,1.38E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.063123,0.0243,293,,,,,,1.81E-05,0.00295,0.06953,0.001651337
0.241763336,0.301,1.2,1015,2.20E-09,13.28903654,1.04,28.84,101.3,2,0.0148,0.055333333,0.073,293,,,,,,1.81E-05,0.0011,0.061272222,0.004610735
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.0132,0.0723,293,,,,,,1.79E-05,0.001,0.018418,0.002900835
1.69,0.1,1.22,1045.6,1.89E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0739,290,,,,,,1.79E-05,0.00105,0.0615,0.0015375
0.052930057,0.115,5.76,810,1.04E-09,34.7826087,1.096,28.01,500,3,0.001,0.106,0.0243,293,,,,,,1.75E-05,0.0028,0.16496,0.0047426
0.241763336,0.301,1.2,1015,2.20E-09,13.28903654,1.13,28.84,101.3,2,0.0148,0.0241675,0.073,293,,,,,,1.81E-05,0.0011,0.024315278,0.001829725
2.56,0.1,18.73,890,3.59E-09,40,0.5,44.01,1000,3,0.008,0.06497175,0.0288,298,,,,,,1.47E-05,0.0138,0.05054902,0.001263726
2.615630231,0.1016,17.59,883,1.78E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.091375,0.0305,293,,,,,,1.79E-05,0.032,0.019526,0.00049596
0.099722992,0.095,1.2,863,3.34E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.067533,0.0284,293,,,,,,1.81E-05,0.00063,0.081109,0.001926339
0.475373961,0.19,1.2,998,2.20E-09,21.05263158,2.2,28.84,101.3,2,0.0131,0.14042,0.0723,295,,,,,,1.81E-05,0.000961,0.094445,0.004486137
0.16,0.1,1.19,996.25,2.71E-09,40,2,28.84,101.3,2,0.004,0.056605,0.071125,296,,,,,,1.82E-05,0.000908,0.062467,0.001561675
1.09,0.162,1.2,1000,2.50E-09,24.69135802,1.54568736,28.84,101.3,3,0.00132,0.06949414,0.0723,298,,,,,,1.81E-05,0.001,0.06288511,0.002546847
2.615630231,0.1016,50.4,883,1.78E-10,39.37007874,0.7112,28.84,4240,3,0.0015,0.048622,0.0305,293,,,,,,1.79E-05,0.032,0.02088,0.000530352
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.18459,0.0723,293,,,,,,1.79E-05,0.001,0.13161,0.004935375
2.615630231,0.1016,1.07,868,5.76E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.03708,0.0275,325,,,,,,1.93E-05,0.011,0.021507,0.000546278
0.099722992,0.095,1.2,1022,1.78E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.074825,0.0645,293,,,,,,1.81E-05,0.0019,0.035583,0.000845096
0.027777778,0.6,1.2,1015,2.20E-09,6.666666667,3.5,28.84,101.3,2,0.01,0.0958,0.073,293,,,,,,1.81E-05,0.0011,0.102958333,0.01544375
0.4975,0.1,1.200548,763,4.11E-09,40,1.22,28.84,101.3,3,0.0005,0.38436,0.027,293,,,,,,1.79E-05,0.0022,0.20498,0.0051245
7.610959782,0.158,1.18,1086,2.04E-09,25.3164557,1.5,28.84,101.3,7,0.01,0.11792,0.075,293,,,,,,1.81E-05,0.0015,0.1472,0.0058144
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.11601,0.02626,364,,,,,,2.09E-05,0.0039,0.10423,0.002647442
2.703893607,0.316,2.246010745,862,4.60E-09,12.65822785,2.24,28.01,200,8,0.005,0.15168901,0.0277,300,,,,,,1.66E-05,0.00054,0.552698,0.043663142
0.476108033,0.38,1.200548,862,1.02E-09,10.52631579,1.73,28.84,101.3,3,0.0005,0.081529,0.028,293,,,,,,1.79E-05,0.075,0.0093849,0.000891565
0.052930057,0.115,11.48500414,810,1.04E-09,34.7826087,1.096,28.01,1000,3,0.001,0.011,0.0243,293,,,,,,1.75E-05,0.0028,0.020444,0.000587765
2.703893607,0.316,2.246010745,862,4.60E-09,12.65822785,2.24,28.01,200,8,0.005,0.062136006,0.0277,300,,,,,,1.66E-05,0.00054,0.20862614,0.016481465
0.052930057,0.115,1.15,789.45,2.10E-09,34.7826087,1.096,28.01,101.3,3,0.001,0.076,0.022564,293,,,,,,1.75E-05,0.00122,0.10945,0.003146687
1.69,0.1,1.2,998,2.20E-09,40,1.3,28.84,101.3,2,0.013,0.34094,0.0723,295,,,,,,1.81E-05,0.000961,0.15165,0.00379125
2.615630231,0.1016,17.4,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.21907656,0.029,298,,,,,,1.81E-05,0.026,0.03735652,0.000948856
2.703893607,0.316,2.246010745,862,4.60E-09,12.65822785,2.24,28.01,200,8,0.005,0.11695573,0.0277,300,,,,,,1.66E-05,0.00054,0.41959074,0.033147668
2.703893607,0.316,2.246010745,898,3.56E-09,12.65822785,2.24,28.01,200,8,0.005,0.11960458,0.0288,300,,,,,,1.66E-05,0.00072,0.53772867,0.042480565
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.14202,0.0723,293,,,,,,1.79E-05,0.001,0.13002,0.00487575
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.12805,0.0723,293,,,,,,1.79E-05,0.001,0.14448,0.003612
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.08912516,0.029,298,,,,,,1.81E-05,0.026,0.023445264,0.00059551
2.56,0.1,0.0895,890,6.04E-09,40,0.5,2.016,1000,3,0.008,0.076892657,0.0288,298,,,,,,8.95E-06,0.0138,0.04752941,0.001188235
1.69,0.1,1.17,1020,2.58E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0717,304,,,,,,1.86E-05,0.000895,0.077914715,0.001947868
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.09885784,0.029,298,,,,,,1.83E-05,0.026,0.009845811,0.000250084
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.19481,0.029,298,,,,,,1.83E-05,0.026,0.013708,0.000348183
0.027777778,0.6,1.2,1015,2.20E-09,6.666666667,2.06,28.84,101.3,2,0.01,0.344527778,0.073,293,,,,,,1.81E-05,0.0011,0.146244444,0.021936667
1.265625,0.152,1.2,1015,2.20E-09,26.31578947,1.43,28.84,101.3,2,0.0171,0.008193889,0.073,293,,,,,,1.81E-05,0.0011,0.008793056,0.000334136
1.69,0.1,1.17,1040,2.61E-09,40,1.3,28.84,101.3,2,0.013,0.16161,0.0725,302,,,,,,1.85E-05,0.000831,0.091421,0.002285525
0.4975,0.1,1.200548,862,1.02E-09,40,1.3,28.84,101.3,3,0.0005,0.15878,0.028,293,,,,,,1.79E-05,0.075,0.0121,0.0003025
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.30627,0.0723,293,,,,,,1.79E-05,0.001,0.14454,0.00542025
0.444444444,0.6,1.2,1015,2.20E-09,6.666666667,2.07,28.84,101.3,2,0.04,0.426083333,0.073,293,,,,,,1.81E-05,0.0011,0.178186111,0.026727917
0.14,0.2,1.22,1038.75,1.77E-09,20,6.13,28.84,101.3,4,0.001,0.044241,0.072325,289,,,,,,1.78E-05,0.00127625,0.036343,0.00181715
2.56,0.1,0.0895,890,6.04E-09,40,0.5,2.016,1000,3,0.008,0.052881355,0.0288,298,,,,,,8.95E-06,0.0138,0.033960786,0.00084902
3.630027701,0.19,1.2,998,2.20E-09,21.05263158,2.2,28.84,101.3,2,0.0362,0.21361,0.0723,295,,,,,,1.81E-05,0.000961,0.11211,0.005325225
0.099722992,0.095,1.2,785,1.55E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.007122,0.0211,293,,,,,,1.81E-05,0.00242,0.010225,0.000242844
0.241763336,0.301,1.2,1015,2.20E-09,13.28903654,1.72,28.84,101.3,2,0.0148,0.035183333,0.073,293,,,,,,1.81E-05,0.0011,0.037347222,0.002810378
0.223214286,0.14,1.180052226,997,2.52E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.078572705,0.0556,298,,,,,,1.81E-05,0.000884,0.074373566,0.002603075
0.164577778,0.15,1.18,865,4.38E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.14962243,0.0283,293,,,,,,1.72E-05,0.000585,0.12302876,0.004613578
0.099722992,0.095,1.2,810,1.38E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.039082,0.0243,293,,,,,,1.81E-05,0.00295,0.049693,0.001180209
0.16,0.1,1.19,995.2,2.69E-09,40,2,28.84,101.3,2,0.004,0.070503,0.07013048,296,,,,,,1.82E-05,0.000921,0.084282,0.00210705
0.14,0.2,1.22,1000,2.09E-09,20,7.09,28.84,101.3,4,0.001,0.0046464,0.073,289,,,,,,1.81E-05,0.0011,0.0050486,0.00025243
0.1,0.162,1.2,1000,2.50E-09,24.69135802,1.48472352,28.84,101.3,4,0.00254,0.14107952,0.0723,298,,,,,,1.81E-05,0.001,0.08148757,0.003300247
2.615630231,0.1016,1.07,868,5.76E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.17349,0.0275,325,,,,,,1.93E-05,0.011,0.076654,0.001947012
0.052930057,0.115,5.76,865,5.03E-09,34.7826087,1.096,28.01,500,3,0.001,0.053,0.0283,293,,,,,,1.75E-05,0.00059,0.14946,0.004296975
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.26184,0.029,298,,,,,,1.83E-05,0.026,0.023994,0.000609448
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.17434,0.02626,364,,,,,,2.09E-05,0.0039,0.14283,0.003627882
1.265625,0.152,1.2,1015,2.20E-09,26.31578947,1.4,28.84,101.3,2,0.0171,0.015205833,0.073,293,,,,,,1.81E-05,0.0011,0.012887222,0.000489714
0.14,0.2,1.22,1005,1.96E-09,20,6.28,28.84,101.3,4,0.001,0.040123,0.07236,289,,,,,,1.78E-05,0.00115,0.034168,0.0017084
2.615630231,0.1016,1.07,868,5.76E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.11561,0.0275,325,,,,,,1.93E-05,0.011,0.063971,0.001624863
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.024982,0.0723,293,,,,,,1.79E-05,0.001,0.07758,0.0019395
0.4975,0.1,1.200548,795,3.69E-09,40,1.59,28.84,101.3,3,0.0005,0.4172,0.028,293,,,,,,1.83E-05,0.0029,0.12365,0.00309125
2.615630231,0.1016,17.3,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.078158,0.029,298,,,,,,1.81E-05,0.026,0.018045,0.000458343
0.223214286,0.14,1.180052226,997,2.50E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.104866214,0.067,298,,,,,,1.81E-05,0.000894,0.064439006,0.002255365
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.020777643,0.029,298,,,,,,1.81E-05,0.026,0.010853178,0.000275671
0.14,0.2,1.22,1000,2.09E-09,20,6.05,28.84,101.3,4,0.001,0.082798,0.073,289,,,,,,1.81E-05,0.0011,0.060988,0.0030494
0.476108033,0.38,1.200548,1000,2.11E-09,10.52631579,1.6,28.84,101.3,3,0.0005,0.054133,0.0723,293,,,,,,1.79E-05,0.001,0.083903,0.007970785
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.02930741,0.029,298,,,,,,1.83E-05,0.026,0.003369882,8.56E-05
0.099722992,0.095,1.2,867,3.22E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.067934,0.0286,293,,,,,,1.81E-05,0.000669,0.10132,0.00240635
0.075577757,0.1455,1.2,1130,1.66E-09,27.49140893,1.1,28.84,101.3,3,0.004,0.050811,0.071,303,,,,,,1.81E-05,0.0025425,0.028823,0.001048437
0.16,0.1,1.19,997.2,2.70E-09,40,2,28.84,101.3,2,0.004,0.049466,0.07,296,,,,,,1.82E-05,0.000913,0.071629,0.001790725
0.052930057,0.115,1.2,1094,1.72E-09,34.7826087,1.37,28.84,101.3,3,0.001,0.050286,0.07384,298,,,,,,1.83E-05,0.00135,0.051632,0.00148442
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.14886999,0.029,298,,,,,,1.81E-05,0.026,0.043520644,0.001105424
0.099722992,0.095,1.2,1022,1.78E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.059329,0.0645,293,,,,,,1.81E-05,0.0019,0.028834,0.000684807
0.444444444,0.6,1.2,1015,2.20E-09,6.666666667,1.26,28.84,101.3,2,0.04,0.015,0.073,293,,,,,,1.81E-05,0.0011,0.0201,0.003015
2.703893607,0.316,2.312565151,862,4.90E-09,12.65822785,2.24,28.84,200,8,0.005,0.07839101,0.0277,300,,,,,,1.81E-05,0.00054,0.23628293,0.018666351
0.052930057,0.115,1.15,789.45,2.10E-09,34.7826087,1.096,28.01,101.3,3,0.001,0.011,0.022564,293,,,,,,1.75E-05,0.00122,0.019018373,0.000546778
0.099722992,0.095,1.2,810,1.38E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.030936,0.0243,293,,,,,,1.81E-05,0.00295,0.041513,0.000985934
0.16,0.1,1.19,996.45,2.72E-09,40,2,28.84,101.3,2,0.004,0.014121,0.05520055,296,,,,,,1.82E-05,0.0009,0.020841,0.000521025
0.16,0.1,1.19,996.602,2.71E-09,40,2,28.84,101.3,2,0.004,0.014217,0.0711,296,,,,,,1.82E-05,0.000908,0.017444,0.0004361
0.099722992,0.095,1.2,785,1.55E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.015063,0.0211,293,,,,,,1.81E-05,0.00242,0.019223,0.000456546
0.4975,0.1,1.200548,763,4.11E-09,40,1.22,28.84,101.3,3,0.0005,0.36172,0.027,293,,,,,,1.79E-05,0.0022,0.19715,0.00492875
0.241763336,0.301,1.2,1015,2.20E-09,13.28903654,1.15,28.84,101.3,2,0.0148,0.016235833,0.073,293,,,,,,1.81E-05,0.0011,0.014493611,0.001090644
2.703893607,0.316,3.988786144,862,4.90E-09,12.65822785,2.24,28.84,344.96638,8,0.005,0.07,0.0277,300,,,,,,1.81E-05,0.00054,0.25316596,0.020000111
0.099722992,0.095,1.2,1113,4.66E-10,42.10526316,0.85,28.84,101.3,2,0.003,0.0075477,0.0494,293,,,,,,1.81E-05,0.01994,0.001636,3.89E-05
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.0321,0.0723,293,,,,,,1.79E-05,0.001,0.044001,0.006930158
0.300332843,0.152,1.2,1015,2.20E-09,26.31578947,0.8,28.84,101.3,2,0.00833,0.062727778,0.073,293,,,,,,1.81E-05,0.0011,0.056827778,0.002159456
2.615630231,0.1016,34,883,1.78E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.061967,0.0305,293,,,,,,1.79E-05,0.032,0.01614,0.000409956
0.177285319,0.19,1.2,1070,1.80E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.0108335,0.069,298,,,,,,1.81E-05,0.004365,0.01086,0.00051585
0.111111111,0.6,1.2,1015,2.20E-09,6.666666667,2.06,28.84,101.3,2,0.02,0.068525,0.073,293,,,,,,1.81E-05,0.0011,0.080052778,0.012007917
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.11377,0.0723,293,,,,,,1.79E-05,0.001,0.092158,0.014514885
0.177285319,0.19,1.2,1000,2.50E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.044192,0.0723,298,,,,,,1.81E-05,0.000998,0.062626,0.002974735
1.09,0.162,1.2,1000,2.50E-09,24.69135802,1.2773376,28.84,101.3,3,0.00132,0.2992359,0.0723,298,,,,,,1.81E-05,0.001,0.14164092,0.005736457
0.177285319,0.19,1.2,1137.4,1.11E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.0657596,0.067,298,,,,,,1.81E-05,0.006598,0.0265987,0.001263438
0.177285319,0.19,1.2,1000,2.50E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.098776,0.0723,298,,,,,,1.81E-05,0.000998,0.059364,0.00281979
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.17475,0.0723,293,,,,,,1.79E-05,0.001,0.11728,0.0184716
7.610959782,0.158,4.75,1086,2.04E-09,25.3164557,1.5,28.84,400,7,0.01,0.031279,0.075,293,,,,,,1.79E-05,0.0015,0.05934,0.00234393
1.69,0.1,1.2,998,2.20E-09,40,1.3,28.84,101.3,2,0.013,0.047717,0.0723,295,,,,,,1.81E-05,0.000961,0.036332,0.0009083
0.476108033,0.38,1.200548,1000,2.11E-09,10.52631579,1.6,28.84,101.3,3,0.0005,0.00419,0.0723,293,,,,,,1.79E-05,0.001,0.013807,0.001311665
0.223214286,0.14,1.180052226,997,2.50E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.020577813,0.067,298,,,,,,1.81E-05,0.000894,0.010028129,0.000350985
0.14,0.2,1.22,1000,2.09E-09,20,7.03,28.84,101.3,4,0.001,0.0065114,0.073,289,,,,,,1.81E-05,0.0011,0.0058552,0.00029276
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.27217,0.0723,293,,,,,,1.79E-05,0.001,0.13734,0.00515025
2.615630231,0.1016,1.07,868,5.76E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.23138,0.0275,325,,,,,,1.93E-05,0.011,0.086581,0.002199157
0.444444444,0.6,1.2,1015,2.20E-09,6.666666667,1.26,28.84,101.3,2,0.04,0.133702778,0.073,293,,,,,,1.81E-05,0.0011,0.104833333,0.015725
0.099722992,0.095,1.2,1593,2.59E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.032307,0.0261,293,,,,,,1.81E-05,0.000984,0.05475,0.001300312
0.14,0.2,1.22,1000,2.09E-09,20,6.82,28.84,101.3,4,0.001,0.013898,0.073,289,,,,,,1.81E-05,0.0011,0.0116,0.00058
0.300332843,0.152,1.2,1015,2.20E-09,26.31578947,1.64,28.84,101.3,2,0.00833,0.036880556,0.073,293,,,,,,1.81E-05,0.0011,0.034097222,0.001295694
2.703893607,0.316,7.379717505,900,3.10E-09,12.65822785,2.24,28.01,657.14,8,0.005,0.1,0.0289,300,,,,,,1.66E-05,0.00083,0.66895,0.05284705
7.610959782,0.158,2.37,1086,2.04E-09,25.3164557,1.5,28.84,200,7,0.01,0.10462,0.075,293,,,,,,1.79E-05,0.0015,0.16869,0.006663255
0.099722992,0.095,1.2,1033,2.21E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.046769,0.0322,293,,,,,,1.81E-05,0.001303,0.066182,0.001571822
0.099722992,0.095,1.2,1593,2.59E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.081067,0.0261,293,,,,,,1.81E-05,0.000984,0.091432,0.00217151
1.175512465,0.19,1.2,998,2.20E-09,21.05263158,2.2,28.84,101.3,2,0.0206,0.044023,0.0723,295,,,,,,1.81E-05,0.000961,0.034034,0.001616615
2.615630231,0.1016,1.07,868,5.76E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.020707,0.0275,325,,,,,,1.93E-05,0.011,0.015993,0.000406222
0.099722992,0.095,1.2,1033,2.21E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.031001,0.0322,293,,,,,,1.81E-05,0.001303,0.04845,0.001150687
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.043064,0.029,298,,,,,,1.83E-05,0.026,0.0068165,0.000173139
0.099722992,0.095,1.2,1203,1.73E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.029147,0.0381,293,,,,,,1.81E-05,0.002,0.047531,0.001128861
0.4975,0.1,1.200548,862,1.02E-09,40,1.3,28.84,101.3,3,0.0005,0.313,0.028,293,,,,,,1.79E-05,0.075,0.0186,0.000465
0.099722992,0.095,1.2,792,3.48E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.051473,0.0222,293,,,,,,1.81E-05,0.000586,0.078323,0.001860171
2.703893607,0.316,2.246010745,862,4.60E-09,12.65822785,2.24,28.01,200,8,0.005,0.09075498,0.0277,300,,,,,,1.66E-05,0.00054,0.2537536,0.020046534
0.075577757,0.1455,1.2,995,2.60E-09,27.49140893,1.1,28.84,101.3,3,0.004,0.022934,0.071,303,,,,,,1.81E-05,0.0007998,0.020457,0.000744123
7.610959782,0.158,3.56,1086,2.04E-09,25.3164557,1.5,28.84,300,7,0.01,0.090328,0.075,293,,,,,,1.79E-05,0.0015,0.1773,0.00700335
0.099722992,0.095,1.2,1033,2.21E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.06994,0.0322,293,,,,,,1.81E-05,0.001303,0.081098,0.001926077
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.059531,0.029,298,,,,,,1.83E-05,0.026,0.0088235,0.000224117
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.014951,0.0723,293,,,,,,1.79E-05,0.001,0.047559,0.001783462
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.30519,0.0723,293,,,,,,1.79E-05,0.001,0.16295,0.025664625
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.17442,0.02626,364,,,,,,2.09E-05,0.0039,0.12243,0.003109722
2.703893607,0.316,8.930587924,900,3.10E-09,12.65822785,2.24,28.01,795.24,8,0.005,0.1,0.0289,300,,,,,,1.66E-05,0.00083,0.71097,0.05616663
2.615630231,0.1016,17.59,883,1.78E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.18561,0.0305,293,,,,,,1.79E-05,0.032,0.034312,0.000871525
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.36546,0.029,298,,,,,,1.83E-05,0.026,0.019026,0.00048326
2.703893607,0.316,2.246010745,897,4.35E-09,12.65822785,2.24,28.01,200,8,0.005,0.09626073,0.0287,300,,,,,,1.66E-05,0.00059,0.41379973,0.032690179
0.156,0.162,1.2,1000,2.50E-09,24.69135802,1.651884192,28.84,101.3,3,0.0005,0.019968199,0.0723,298,,,,,,1.81E-05,0.001,0.03786414,0.001533498
0.177285319,0.19,1.2,1070,1.80E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.0546496,0.069,298,,,,,,1.81E-05,0.004365,0.0317181,0.00150661
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.042497,0.029,298,,,,,,1.83E-05,0.026,0.0072659,0.000184554
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.071026,0.0723,293,,,,,,1.79E-05,0.001,0.067056,0.01056132
0.099722992,0.095,1.2,867,3.22E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.07553,0.0286,293,,,,,,1.81E-05,0.000669,0.1037,0.002462875
1.175512465,0.19,1.2,998,2.20E-09,21.05263158,2.2,28.84,101.3,2,0.0206,0.22071,0.0723,295,,,,,,1.81E-05,0.000961,0.10082,0.00478895
0.111111111,0.6,1.2,1015,2.20E-09,6.666666667,2.06,28.84,101.3,2,0.02,0.044,0.073,293,,,,,,1.81E-05,0.0011,0.0463,0.006945
0.052930057,0.115,1.15,789.45,2.10E-09,34.7826087,1.096,28.01,101.3,3,0.001,0.022,0.022564,293,,,,,,1.75E-05,0.00122,0.036036108,0.001036038
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.042054,0.029,298,,,,,,1.83E-05,0.026,0.0060662,0.000154081
0.052930057,0.115,9.3,1000,2.50E-09,34.7826087,1.37,28.84,794.5,3,0.001,0.0199383,0.072,298,,,,,,1.83E-05,0.001,0.104175,0.002995031
0.099722992,0.095,1.2,1234,2.87E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.039195,0.0387,293,,,,,,1.81E-05,0.00082,0.078087,0.001854566
0.111111111,0.6,1.2,1015,2.20E-09,6.666666667,3.5,28.84,101.3,2,0.02,0.067780556,0.073,293,,,,,,1.81E-05,0.0011,0.081866667,0.01228
2.703893607,0.316,5.815512807,862,4.90E-09,12.65822785,2.24,28.84,502.9491,8,0.005,0.07,0.0277,300,,,,,,1.81E-05,0.00054,0.35782725,0.028268353
0.16,0.1,1.19,996.25,2.71E-09,40,2,28.84,101.3,2,0.004,0.049623,0.071125,296,,,,,,1.82E-05,0.000908,0.060093,0.001502325
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.12717,0.0723,293,,,,,,1.79E-05,0.001,0.0943,0.01485225
2.703893607,0.316,2.246010745,898,3.56E-09,12.65822785,2.24,28.01,200,8,0.005,0.057830747,0.0288,300,,,,,,1.66E-05,0.00072,0.37407425,0.029551866
0.099722992,0.095,1.2,810,1.38E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.070661,0.0243,293,,,,,,1.81E-05,0.00295,0.075869,0.001801889
0.027777778,0.6,1.2,1015,2.20E-09,6.666666667,1.26,28.84,101.3,2,0.01,0.047463889,0.073,293,,,,,,1.81E-05,0.0011,0.072763889,0.010914583
